user_id,name,gender,birthdate,phone,email,address,role
7669dcff-604b-4eb7-b5c4-b104ccbf89af,趙中山,女,2003-03-03,0949966047,liming@example.com,34474 苗栗光華路814號之3,VIP
bce4d860-3df7-4aa6-b9ff-64b65f93822d,羅威廷,男,1998-04-23,(03) 38731745,msun@example.com,645 桃園縣水源巷20號之1,Normal
39016912-6fc4-42cb-9033-957e77d831f4,周承翰,女,1990-02-13,04 3808560,wanguiying@example.net,920 楊梅自強街213號8樓,Normal
b8547c0f-a376-4940-970b-7a96c5744f2f,劉羽,女,1969-09-29,(07) 62214465,zhoujun@example.net,37089 永和縣大橋頭路5段45號4樓,Normal
0e85c3b9-bbdf-4460-8199-5fe03c58c2bb,林美琪,女,1980-07-26,0955178982,tzheng@example.com,41991 平鎮縣東興路5段3號之2,Normal
01afa835-15a8-46a1-899b-4dbecce74914,黃雅玲,女,1998-09-19,06 1578497,liwan@example.net,115 花蓮自強街81號1樓,Normal
43535389-ec28-4680-9b2e-51a1d2e9b4a2,胡志宏,男,1963-08-06,09-22997072,yuanguiying@example.com,527 頭份縣大橋頭街2號之4,Normal
5574fbb8-b2f3-4c0e-91d4-8526caf31474,桂惠雯,男,1976-03-02,(09) 58179959,jie85@example.net,426 連江頂福州路506號之2,Normal
2cc1be8c-e74a-4bd7-9bf5-03ebeba861a1,張宇軒,男,1999-06-08,0965-949645,isu@example.org,129 台北中和路929號之7,VIP
49f7575b-4f2b-4d8c-8abc-e0a478c9f977,王哲瑋,男,1973-04-22,07-4021808,yanghe@example.com,723 彰化文化巷21號之7,Normal
59ff4685-956c-44d1-aeb1-3552c51fb0b4,藍淑貞,女,1963-04-01,(02) 97038683,yang06@example.net,12736 台北永寧路982號5樓,VIP
5955ae41-08e2-4656-b67a-5819a5d7aed9,武怡安,女,1980-02-04,00-3478927,dingxiulan@example.org,992 新竹縣中華巷4號之1,Normal
91f98f2c-a37b-4735-9fb6-cf8b41e1cf4a,趙欣怡,男,1995-06-12,09-6803078,matao@example.com,697 頭份縣新莊巷75號之3,Normal
